user_id,year,id_game,recommend,sentiment
diego9031,2013.0,440.0,1.0,1.0
diego9031,2013.0,224260.0,1.0,2.0
jarrodtrim,2012.0,440.0,1.0,2.0
76561198067936203,2015.0,440.0,1.0,2.0
76561198079770573,2015.0,1840.0,1.0,1.0
76561198087586464,2013.0,440.0,1.0,2.0
Derp-e,2015.0,440.0,1.0,2.0
Rivtex,2015.0,298630.0,1.0,1.0
UTNerd24,2014.0,244210.0,1.0,2.0
UTNerd24,2015.0,440.0,1.0,1.0
UTNerd24,2015.0,376920.0,1.0,2.0
UTNerd24,2015.0,257750.0,1.0,2.0
UTNerd24,2014.0,221910.0,1.0,1.0
UTNerd24,2013.0,2280.0,1.0,2.0
sandwiches1,2015.0,417860.0,0.0,1.0
76561198138053270,2014.0,218620.0,1.0,2.0
lucaswerg,2014.0,218620.0,1.0,2.0
lucaswerg,2014.0,222880.0,1.0,1.0
Life-Of-Blu,2015.0,377160.0,1.0,2.0
Life-Of-Blu,2013.0,211820.0,1.0,2.0
CaptianAutismo,2015.0,252490.0,1.0,2.0
76561198075895633,2014.0,440.0,1.0,0.0
kube134,2014.0,251990.0,1.0,2.0
iamthekingofbrowntown,2015.0,344760.0,0.0,1.0
iamthekingofbrowntown,2015.0,252950.0,1.0,1.0
iamthekingofbrowntown,2015.0,399730.0,1.0,2.0
yookobz,2015.0,377160.0,1.0,2.0
yookobz,2013.0,219150.0,1.0,2.0
Posiblydead,2014.0,277430.0,1.0,2.0
Posiblydead,2014.0,239820.0,1.0,2.0
Posiblydead,2012.0,17410.0,1.0,2.0
Mossy_Gaming,2015.0,440.0,1.0,2.0
76561198102421718,2015.0,270550.0,1.0,2.0
76561198102421718,2015.0,274940.0,1.0,2.0
76561198102421718,2015.0,333930.0,1.0,0.0
76561198087407319,2014.0,440.0,1.0,1.0
sad-commie,2014.0,212070.0,1.0,2.0
sad-commie,2014.0,264140.0,1.0,1.0
76561198030567998,2014.0,332800.0,1.0,1.0
76561198030567998,2015.0,319630.0,1.0,2.0
76561198030567998,2015.0,6020.0,1.0,0.0
76561198030567998,2015.0,55230.0,1.0,2.0
76561198030567998,2014.0,32430.0,1.0,2.0
Coldaniel,2015.0,35450.0,1.0,2.0
Coldaniel,2014.0,440.0,1.0,0.0
Coldaniel,2015.0,236390.0,1.0,2.0
therealmorty,2015.0,351570.0,1.0,2.0
therealmorty,2015.0,212680.0,1.0,0.0
Berserklejerker,2015.0,391540.0,1.0,2.0
76561198061730629,2014.0,550.0,1.0,0.0
YoHuNz,2014.0,570.0,1.0,1.0
possessioniskey,2015.0,72850.0,1.0,2.0
possessioniskey,2015.0,440.0,1.0,0.0
possessioniskey,2014.0,113400.0,1.0,0.0
76561198093112529,2014.0,440.0,1.0,1.0
76561198060447950,2015.0,200510.0,1.0,2.0
whiteofwolfing,2015.0,730.0,1.0,2.0
sergarino,2015.0,383080.0,1.0,2.0
76561198081962345,2014.0,1250.0,1.0,1.0
Nozomikat,2015.0,265610.0,1.0,2.0
Nozomikat,2014.0,264200.0,1.0,1.0
Nozomikat,2015.0,417860.0,1.0,0.0
Nozomikat,2015.0,333600.0,1.0,2.0
Nozomikat,2014.0,213670.0,1.0,2.0
Nozomikat,2013.0,91310.0,1.0,2.0
Nozomikat,2013.0,210770.0,1.0,2.0
xfluttersx,2015.0,351640.0,1.0,2.0
xfluttersx,2012.0,105600.0,1.0,2.0
xfluttersx,2014.0,440.0,1.0,2.0
xfluttersx,2013.0,47870.0,1.0,2.0
xfluttersx,2015.0,383080.0,1.0,0.0
xfluttersx,2012.0,410.0,1.0,2.0
76561198056290589,2014.0,730.0,1.0,2.0
ii_voltage_ii,2014.0,253710.0,0.0,2.0
ii_voltage_ii,2015.0,339280.0,1.0,2.0
ii_voltage_ii,2014.0,271290.0,1.0,2.0
ii_voltage_ii,2013.0,203290.0,1.0,2.0
76561198097762318,2015.0,440.0,1.0,2.0
76561198097762318,2014.0,233150.0,1.0,1.0
Hirukaz,2013.0,550.0,1.0,0.0
StelerForYou,2015.0,730.0,1.0,2.0
StelerForYou,2013.0,211820.0,1.0,2.0
76561198183396245,2015.0,440.0,1.0,2.0
Xx-Woods,2015.0,224260.0,1.0,1.0
Xx-Woods,2014.0,317360.0,1.0,2.0
Xx-Woods,2014.0,295550.0,1.0,2.0
Xx-Woods,2014.0,250180.0,1.0,1.0
Xx-Woods,2014.0,227940.0,1.0,1.0
Xx-Woods,2014.0,17520.0,1.0,2.0
Xx-Woods,2014.0,113420.0,1.0,2.0
kevinator23,2015.0,320760.0,1.0,1.0
kevinator23,2015.0,8850.0,1.0,2.0
kevinator23,2014.0,233720.0,1.0,2.0
kevinator23,2015.0,218620.0,1.0,0.0
kevinator23,2015.0,730.0,1.0,2.0
kevinator23,2015.0,219740.0,1.0,2.0
kevinator23,2014.0,220240.0,1.0,0.0
kevinator23,2012.0,440.0,1.0,2.0
76561198090715178,2014.0,4000.0,1.0,2.0
76561198090715178,2014.0,304930.0,1.0,1.0
CatsWhale,2015.0,333950.0,1.0,2.0
CatsWhale,2015.0,388520.0,1.0,2.0
CatsWhale,2014.0,107410.0,1.0,2.0
CatsWhale,2014.0,206210.0,1.0,2.0
76561198073784601,2015.0,221100.0,1.0,2.0
mimimomoma,2015.0,730.0,1.0,2.0
76561198102410011,2015.0,440.0,1.0,1.0
de_Butl3r,2014.0,209870.0,1.0,2.0
Bluezap1,2015.0,440.0,1.0,2.0
Bluezap1,2015.0,730.0,1.0,2.0
Bluezap1,2015.0,362890.0,1.0,2.0
Bluezap1,2015.0,413850.0,1.0,1.0
76561198074200011,2015.0,730.0,1.0,2.0
L1J1N,2014.0,570.0,1.0,2.0
Lord_Exploit,2015.0,311560.0,1.0,2.0
Lord_Exploit,2015.0,322170.0,1.0,2.0
AVATAR715,2014.0,48240.0,0.0,0.0
AVATAR715,2015.0,440.0,1.0,2.0
AVATAR715,2014.0,248570.0,1.0,0.0
AVATAR715,2014.0,264140.0,1.0,2.0
AVATAR715,2014.0,4000.0,1.0,2.0
AVATAR715,2015.0,266430.0,1.0,2.0
AVATAR715,2015.0,316010.0,1.0,2.0
AVATAR715,2014.0,249570.0,1.0,2.0
76561198078752187,2014.0,240.0,1.0,1.0
A-Very-Sly-Person,2014.0,440.0,1.0,2.0
76561197994493402,2015.0,264200.0,1.0,2.0
76561197994493402,2014.0,440.0,1.0,2.0
76561198065656175,2015.0,383080.0,1.0,2.0
97396295,2014.0,301520.0,1.0,2.0
97396295,2014.0,243870.0,1.0,2.0
97396295,2014.0,218230.0,0.0,0.0
76561198126640317,2015.0,251570.0,1.0,2.0
76561198126640317,2015.0,221100.0,1.0,2.0
76561198126640317,2015.0,316010.0,1.0,2.0
76561198126640317,2015.0,218230.0,1.0,0.0
76561198126640317,2015.0,333930.0,1.0,2.0
76561198126640317,2015.0,222880.0,1.0,2.0
76561198126640317,2015.0,730.0,1.0,2.0
DemonicWolvz,2015.0,55230.0,1.0,2.0
DemonicWolvz,2015.0,232090.0,1.0,2.0
DemonicWolvz,2015.0,4000.0,1.0,1.0
DemonicWolvz,2014.0,206420.0,1.0,2.0
DemonicWolvz,2014.0,224260.0,1.0,2.0
DemonicWolvz,2013.0,550.0,1.0,2.0
DieMadchenschanderin,2015.0,346110.0,1.0,2.0
DieMadchenschanderin,2015.0,380770.0,0.0,0.0
DieMadchenschanderin,2013.0,227680.0,0.0,1.0
GGargula,2015.0,233250.0,1.0,1.0
getf0kinn0sc0pedm9,2015.0,730.0,1.0,0.0
76561198141443390,2015.0,730.0,1.0,2.0
whodafuqisthisguilao,2015.0,730.0,1.0,2.0
Magjiikal,2015.0,370480.0,1.0,2.0
Magjiikal,2015.0,313740.0,1.0,2.0
ohnospaghet,2014.0,1840.0,1.0,2.0
ohnospaghet,2014.0,440.0,1.0,2.0
ohnospaghet,2015.0,266210.0,1.0,2.0
ohnospaghet,2015.0,264200.0,1.0,2.0
2768820078,2015.0,287700.0,1.0,1.0
2768820078,2015.0,298110.0,1.0,1.0
2768820078,2015.0,222440.0,1.0,1.0
2d4nk4m3,2014.0,317470.0,0.0,2.0
2d4nk4m3,2014.0,47410.0,1.0,2.0
76561198095921854,2015.0,245620.0,1.0,2.0
EizanAratoFujimaki,2015.0,70.0,1.0,1.0
TeCool,2014.0,274980.0,1.0,2.0
TeCool,2014.0,202090.0,1.0,2.0
TeCool,2015.0,339280.0,1.0,2.0
TeCool,2015.0,314130.0,0.0,2.0
2xDelorean,2015.0,570.0,1.0,2.0
2xDelorean,2013.0,212680.0,1.0,2.0
2xDelorean,2013.0,200210.0,1.0,2.0
2xDelorean,2011.0,440.0,1.0,2.0
washington_,2015.0,417860.0,1.0,0.0
jewxxl,2015.0,251970.0,1.0,2.0
76561198088944293,2014.0,304930.0,1.0,1.0
76561198092540221,2015.0,400.0,1.0,2.0
76561198092540221,2015.0,620.0,1.0,2.0
76561198092540221,2015.0,238460.0,1.0,2.0
76561198092540221,2015.0,6060.0,1.0,2.0
76561198092540221,2014.0,440.0,1.0,2.0
76561198051258119,2015.0,730.0,1.0,2.0
nubquake123,2014.0,265610.0,1.0,2.0
Pyromanic,2013.0,31280.0,1.0,2.0
Pyromanic,2013.0,4000.0,1.0,2.0
Pyromanic,2013.0,240.0,1.0,2.0
CobRazor,2015.0,252490.0,1.0,1.0
relesprit,2013.0,8930.0,1.0,2.0
WitchHunter4542,2014.0,304930.0,1.0,2.0
WitchHunter4542,2015.0,237310.0,1.0,2.0
WitchHunter4542,2014.0,224260.0,1.0,0.0
pwrt,2015.0,230410.0,1.0,2.0
pwrt,2014.0,440.0,1.0,2.0
wantmahbody,2014.0,440.0,1.0,2.0
benedictcuminherbatch,2014.0,570.0,1.0,2.0
76561198031207016,2014.0,8930.0,1.0,2.0
76561198043458582,2015.0,105600.0,1.0,2.0
76561198043458582,2015.0,221100.0,1.0,2.0
76561198043458582,2015.0,107410.0,1.0,2.0
76561198043458582,2014.0,231430.0,1.0,2.0
smashiroshh,2014.0,218620.0,1.0,2.0
killbunny38,2015.0,570.0,1.0,2.0
killbunny38,2015.0,333930.0,0.0,0.0
76561198047630659,2015.0,230410.0,0.0,2.0
1337lolroflmao,2015.0,271590.0,1.0,0.0
1337lolroflmao,2014.0,218620.0,1.0,0.0
1337lolroflmao,2013.0,219740.0,1.0,2.0
1337lolroflmao,2013.0,7940.0,1.0,0.0
1337lolroflmao,2014.0,234190.0,1.0,2.0
1337lolroflmao,2013.0,10180.0,1.0,2.0
1337lolroflmao,2013.0,33900.0,1.0,2.0
1337lolroflmao,2015.0,261030.0,1.0,2.0
1337lolroflmao,2014.0,243470.0,1.0,0.0
sithjjf,2015.0,302830.0,0.0,0.0
76561198060039459,2014.0,570.0,0.0,0.0
OzfurAtlas,2013.0,212680.0,1.0,0.0
76561198065593074,2015.0,304930.0,0.0,0.0
76561198065593074,2015.0,304050.0,1.0,2.0
76561198065593074,2014.0,203750.0,1.0,2.0
76561198044169764,2015.0,227940.0,0.0,1.0
76561198044169764,2015.0,355180.0,0.0,0.0
76561198044169764,2015.0,4000.0,1.0,1.0
euzi,2014.0,236390.0,1.0,2.0
76561197961778802,2014.0,730.0,1.0,2.0
thisissohardtomakeoneup,2014.0,440.0,1.0,1.0
76561198087010391,2015.0,4000.0,1.0,2.0
66666669999999,2015.0,302830.0,0.0,1.0
76561198061174192,2014.0,220200.0,1.0,2.0
76561198061174192,2014.0,242760.0,1.0,2.0
ReMiXOfficalSteam,2015.0,352460.0,1.0,2.0
Wilfire77,2015.0,322920.0,1.0,2.0
76561198084390807,2015.0,234792.0,1.0,1.0
76561198084390807,2014.0,252490.0,1.0,2.0
Mastic,2015.0,304050.0,0.0,2.0
Mastic,2014.0,550.0,1.0,2.0
Mastic,2014.0,206420.0,1.0,2.0
76561198028286104,2013.0,10180.0,1.0,2.0
tarjla,2014.0,304930.0,1.0,0.0
tarjla,2015.0,265750.0,1.0,2.0
tarjla,2014.0,252490.0,1.0,2.0
tarjla,2013.0,4000.0,1.0,2.0
tarjla,2013.0,211820.0,1.0,2.0
tarjla,2013.0,105600.0,1.0,2.0
tarjla,2014.0,730.0,1.0,0.0
deathnz1,2014.0,276340.0,1.0,2.0
76561198104393251,2015.0,304930.0,1.0,2.0
redsncrimson,2014.0,274920.0,1.0,0.0
redsncrimson,2013.0,211820.0,1.0,2.0
redsncrimson,2013.0,49520.0,1.0,2.0
redsncrimson,2013.0,223510.0,1.0,2.0
redsncrimson,2012.0,440.0,1.0,2.0
H1DD3NT3RR0R,2014.0,240.0,1.0,1.0
H1DD3NT3RR0R,2014.0,105600.0,1.0,1.0
H1DD3NT3RR0R,2013.0,204300.0,1.0,2.0
H1DD3NT3RR0R,2014.0,730.0,1.0,0.0
H1DD3NT3RR0R,2015.0,440.0,0.0,2.0
H1DD3NT3RR0R,2014.0,570.0,1.0,1.0
76561198071214618,2015.0,268750.0,1.0,2.0
76561198115115631,2015.0,570.0,1.0,2.0
76561198071175142,2015.0,570.0,1.0,1.0
76561198071175142,2015.0,271590.0,1.0,2.0
t8s,2015.0,360870.0,1.0,2.0
t8s,2015.0,730.0,1.0,2.0
pikawuu2,2013.0,12900.0,1.0,2.0
Sammeh00,2014.0,301520.0,1.0,2.0
Michaelele,2014.0,6060.0,1.0,2.0
Michaelele,2014.0,730.0,1.0,2.0
Michaelele,2014.0,107410.0,1.0,2.0
Michaelele,2014.0,304930.0,1.0,2.0
76561198045754869,2015.0,335670.0,1.0,1.0
76561198076098774,2015.0,215080.0,1.0,2.0
76561198103253374,2014.0,570.0,1.0,0.0
76561198048417105,2015.0,271590.0,1.0,2.0
76561198048417105,2015.0,730.0,1.0,2.0
76561198090842891,2015.0,8190.0,1.0,2.0
76561198055767971,2015.0,247730.0,0.0,2.0
76561197998052647,2014.0,233630.0,1.0,2.0
76561198145436942,2014.0,221100.0,1.0,2.0
jjas01,2014.0,208812.0,0.0,0.0
jjas01,2015.0,218620.0,0.0,2.0
jjas01,2013.0,243120.0,1.0,2.0
jjas01,2015.0,234140.0,1.0,2.0
jjas01,2014.0,204450.0,1.0,2.0
jjas01,2014.0,225260.0,1.0,2.0
jjas01,2013.0,50300.0,1.0,2.0
jjas01,2014.0,201810.0,1.0,2.0
3xotic26,2014.0,500.0,1.0,2.0
3xotic26,2014.0,440.0,1.0,2.0
3xotic26,2014.0,49520.0,1.0,2.0
3xotic26,2013.0,550.0,1.0,2.0
iamthetrashlord,2015.0,206420.0,1.0,2.0
iamthetrashlord,2014.0,213670.0,1.0,2.0
3dster,2015.0,550.0,1.0,2.0
76561198079990063,2014.0,231040.0,1.0,2.0
Forty-Nine,2014.0,221100.0,1.0,0.0
76561198051017916,2015.0,351040.0,1.0,1.0
76561198051017916,2014.0,250600.0,1.0,1.0
L4M1NAS,2015.0,221100.0,1.0,2.0
76561197995322437,2015.0,264710.0,1.0,2.0
imsojipper,2014.0,218620.0,1.0,0.0
76561198084542731,2014.0,47790.0,1.0,1.0
76561198103671881,2015.0,570.0,1.0,2.0
mrpfresh,2015.0,346110.0,1.0,0.0
GamerFag,2012.0,440.0,1.0,2.0
GamerFag,2011.0,70.0,1.0,0.0
GamerFag,2011.0,420.0,1.0,1.0
GamerFag,2011.0,380.0,1.0,2.0
GamerFag,2011.0,220.0,1.0,2.0
GamerFag,2010.0,1250.0,1.0,2.0
EHS-R3AP3R,2015.0,339230.0,0.0,2.0
EHS-R3AP3R,2015.0,349700.0,1.0,2.0
EHS-R3AP3R,2013.0,226700.0,1.0,2.0
EHS-R3AP3R,2013.0,209160.0,1.0,2.0
chidori_647,2013.0,219990.0,1.0,2.0
chidori_647,2014.0,213670.0,1.0,2.0
chidori_647,2013.0,21100.0,0.0,0.0
chidori_647,2013.0,8190.0,1.0,0.0
chidori_647,2013.0,215470.0,0.0,0.0
76561198092227136,2014.0,730.0,1.0,2.0
76561198092227136,2014.0,1250.0,1.0,1.0
hellcat59,2014.0,4000.0,1.0,2.0
76561198007584361,2015.0,401650.0,1.0,0.0
tbimperator,2012.0,35450.0,1.0,2.0
Allahu_Akbar666,2015.0,230410.0,1.0,2.0
Allahu_Akbar666,2014.0,304930.0,0.0,2.0
ulramite,2014.0,290020.0,1.0,2.0
ulramite,2014.0,248860.0,1.0,0.0
-GM-Dragon,2014.0,226700.0,0.0,0.0
-GM-Dragon,2015.0,244850.0,1.0,2.0
76561198054040292,2015.0,298260.0,1.0,2.0
76561198078799606,2015.0,370240.0,0.0,0.0
76561198078799606,2015.0,730.0,1.0,2.0
76561198078799606,2014.0,233450.0,1.0,1.0
I_DID_911_JUST_SAYING,2013.0,221260.0,1.0,2.0
diabeticfuck,2015.0,218620.0,1.0,2.0
diabeticfuck,2015.0,419070.0,1.0,1.0
diabeticfuck,2015.0,333930.0,0.0,0.0
diabeticfuck,2015.0,287700.0,1.0,0.0
76561198054465623,2015.0,302830.0,0.0,0.0
76561198054465623,2014.0,24240.0,1.0,2.0
76561198054465623,2015.0,39800.0,1.0,1.0
76561198054465623,2014.0,250600.0,1.0,2.0
76561198054465623,2015.0,105600.0,1.0,0.0
76561198054465623,2014.0,113020.0,1.0,2.0
aaropro,2014.0,440.0,1.0,2.0
abiam,2014.0,238960.0,1.0,1.0
FrankoWalker,2015.0,310370.0,1.0,0.0
FrankoWalker,2014.0,260410.0,1.0,1.0
FrankoWalker,2014.0,236390.0,1.0,2.0
LightfootSword7,2015.0,221100.0,0.0,2.0
SALTTHEW0UND,2015.0,248820.0,1.0,1.0
SALTTHEW0UND,2014.0,730.0,1.0,2.0
SALTTHEW0UND,2014.0,550.0,1.0,2.0
SALTTHEW0UND,2014.0,204030.0,1.0,2.0
SALTTHEW0UND,2013.0,440.0,1.0,2.0
SALTTHEW0UND,2015.0,383080.0,1.0,2.0
express157,2014.0,304930.0,1.0,2.0
76561198074644990,2015.0,242760.0,1.0,1.0
76561198074644990,2015.0,207230.0,1.0,2.0
76561198074644990,2013.0,9180.0,0.0,0.0
76561198064304806,2015.0,730.0,1.0,2.0
TomoeMamiewe,2014.0,10150.0,1.0,1.0
76561198057086148,2015.0,214950.0,1.0,2.0
Acidius99,2014.0,218620.0,1.0,2.0
Acidius99,2014.0,220240.0,1.0,2.0
Acidius99,2015.0,271290.0,0.0,0.0
acorn13,2014.0,313740.0,1.0,2.0
acorn13,2012.0,34330.0,1.0,0.0
acorn13,2015.0,271590.0,1.0,2.0
AddzyTheBaddzy,2015.0,291550.0,1.0,2.0
AddzyTheBaddzy,2013.0,259080.0,1.0,2.0
mrfunkyjunkie,2014.0,233250.0,1.0,2.0
mrfunkyjunkie,2014.0,256350.0,1.0,2.0
mrfunkyjunkie,2015.0,249380.0,1.0,1.0
76561198167207237,2015.0,391540.0,1.0,2.0
76561198167207237,2015.0,265930.0,1.0,1.0
76561198167207237,2015.0,620.0,1.0,2.0
cancerkek,2015.0,730.0,1.0,1.0
76561198073508075,2014.0,10090.0,1.0,2.0
76561198073508075,2014.0,218680.0,1.0,2.0
advenger95,2015.0,22370.0,1.0,2.0
advenger95,2015.0,307690.0,1.0,2.0
advenger95,2015.0,72850.0,1.0,1.0
EndAtHallow,2015.0,1250.0,1.0,0.0
76561198063624801,2014.0,440.0,1.0,1.0
aeryal,2014.0,440.0,1.0,2.0
76561198015968275,2015.0,248610.0,1.0,0.0
Agiegamma,2014.0,208090.0,1.0,2.0
76561198082614708,2014.0,250340.0,1.0,2.0
Agronoth,2014.0,244850.0,1.0,2.0
Agronoth,2015.0,221640.0,1.0,2.0
Agronoth,2015.0,104900.0,1.0,2.0
Agronoth,2015.0,105600.0,1.0,2.0
Agronoth,2015.0,9450.0,0.0,2.0
UnholyFallenAngel,2014.0,262410.0,1.0,2.0
UnholyFallenAngel,2015.0,222940.0,1.0,1.0
UnholyFallenAngel,2014.0,221040.0,1.0,1.0
76561198068565589,2014.0,221100.0,1.0,1.0
76561198068565589,2015.0,286570.0,1.0,0.0
76561198068565589,2014.0,263440.0,0.0,1.0
SlutOnTheSpit,2014.0,4000.0,1.0,2.0
WestyGaming,2014.0,223710.0,1.0,1.0
NaruseAiria,2014.0,317360.0,1.0,1.0
NaruseAiria,2014.0,108600.0,1.0,2.0
NaruseAiria,2013.0,259080.0,1.0,2.0
NaruseAiria,2013.0,208520.0,1.0,2.0
76561198067713802,2015.0,239660.0,1.0,2.0
76561198067713802,2015.0,304930.0,1.0,2.0
Alex680,2014.0,4000.0,1.0,2.0
alansiulun,2014.0,295270.0,1.0,2.0
alansiulun,2015.0,265930.0,1.0,2.0
Albolah,2015.0,283920.0,1.0,0.0
Albolah,2015.0,440.0,1.0,2.0
Albolah,2015.0,294650.0,1.0,2.0
76561198003056556,2014.0,233720.0,1.0,2.0
maxpaynepillkiller,2015.0,12120.0,1.0,2.0
maxpaynepillkiller,2015.0,55230.0,1.0,2.0
AlexNoClutch,2015.0,227860.0,0.0,0.0
Alexwai04,2015.0,218620.0,1.0,2.0
76561198095481910,2014.0,208090.0,1.0,1.0
AlkalineDeath,2015.0,228280.0,1.0,2.0
AlkalineDeath,2014.0,240760.0,1.0,2.0
76561198075935236,2015.0,226700.0,1.0,2.0
76561198075935236,2015.0,250900.0,1.0,2.0
mintifreshbadger,2015.0,35450.0,1.0,0.0
AlpacaRevolution,2014.0,212680.0,1.0,2.0
AlpacaRevolution,2015.0,346110.0,0.0,1.0
76561198071952798,2013.0,205100.0,1.0,2.0
76561198009001563,2014.0,570.0,1.0,1.0
76561198016753953,2014.0,271290.0,1.0,2.0
76561198016753953,2014.0,570.0,1.0,1.0
smegmyfoodle,2015.0,346010.0,1.0,2.0
smegmyfoodle,2015.0,239250.0,1.0,0.0
76561198057869849,2015.0,313120.0,1.0,2.0
76561198058836921,2015.0,211820.0,1.0,2.0
lol_ursuchanoob,2014.0,218620.0,1.0,0.0
lol_ursuchanoob,2014.0,12210.0,1.0,0.0
lol_ursuchanoob,2014.0,220240.0,1.0,2.0
lol_ursuchanoob,2014.0,17300.0,1.0,2.0
AMV72,2013.0,206440.0,1.0,0.0
AMV72,2012.0,209100.0,0.0,0.0
AMV72,2013.0,209000.0,1.0,2.0
AMV72,2013.0,218060.0,1.0,2.0
AMV72,2012.0,24240.0,1.0,0.0
76561198069170979,2015.0,440.0,1.0,2.0
76561198132540690,2015.0,730.0,1.0,2.0
76561198132540690,2015.0,220200.0,1.0,2.0
711armageddoncarmageddon,2015.0,113020.0,1.0,1.0
711armageddoncarmageddon,2015.0,105600.0,1.0,1.0
711armageddoncarmageddon,2015.0,9480.0,1.0,2.0
Andraison,2015.0,22230.0,1.0,0.0
76561198055790408,2013.0,203770.0,1.0,2.0
76561198069560699,2013.0,550.0,1.0,2.0
76561198069560699,2013.0,259080.0,1.0,2.0
76561198069560699,2013.0,72850.0,1.0,2.0
76561198069560699,2014.0,8870.0,1.0,2.0
76561198099625419,2014.0,230410.0,1.0,1.0
76561198099625419,2014.0,200260.0,1.0,1.0
76561198099625419,2013.0,19900.0,1.0,2.0
76561198099625419,2013.0,241540.0,1.0,1.0
76561198099625419,2013.0,220.0,1.0,1.0
76561198084032274,2014.0,227940.0,0.0,2.0
76561198084032274,2014.0,236390.0,0.0,2.0
Angrovar,2014.0,17390.0,1.0,2.0
Angrovar,2015.0,359320.0,1.0,1.0
AngryAinsley,2015.0,317360.0,1.0,2.0
AngryAinsley,2015.0,253030.0,1.0,2.0
AngryAinsley,2015.0,295110.0,1.0,2.0
AngryAinsley,2015.0,264710.0,1.0,2.0
uradumbtit,2014.0,274310.0,1.0,0.0
uradumbtit,2014.0,4000.0,1.0,2.0
IKillNoobsFirst,2015.0,730.0,1.0,2.0
76561198037888300,2015.0,344770.0,1.0,2.0
1234865654,2014.0,22380.0,1.0,2.0
76561198084123358,2015.0,9900.0,1.0,2.0
Apachehavoc,2014.0,107410.0,0.0,1.0
ApexNZ,2014.0,221640.0,1.0,2.0
ApexNZ,2014.0,202170.0,1.0,2.0
ApexNZ,2014.0,49520.0,1.0,0.0
